song_name,name,song_id,cluster
Chicks Dig It - Single Edit,Chris Cagle,0nprj2O0teCglthuhzTG5o,1
What Kinda Gone,Chris Cagle,7uPReljrrTaqzDCcx4JHmi,6
19 Something,Mark Wills,2wK6bsyUvQX8CUytzY3wYE,1
Too Much Fun,Daryle Singletary,38CnG9HxpVtqXVqpESBr6H,6
A Woman Like You,Lee Brice,3oyMHCAAcnWFdcGuVgwfhd,6
Whose Bed Have Your Boots Been Under?,Shania Twain,2ugGNNwNaJdiusX3aLOMUy,1
Go Cubs Go,Steve Goodman,0VFX0UnItNIt2AfEqQByVV,1
Crushin' It,Brad Paisley,3yMVUGqVK5iTTkA8kGChH2,1
Bro Code,Brantley Gilbert,0NKBHAJLQBCekWM6pf7wjv,4
Something Like That,Tim McGraw,1zG6cEmeo4rv7Old8XD7vC,6
Summer Jam (feat. Florida Georgia Line) (feat. Florida Georgia Line),Jake Owen,1uaORxvjlpGSLouYxVd1RF,1
Summer Jam (feat. Florida Georgia Line) (feat. Florida Georgia Line),Florida Georgia Line,1uaORxvjlpGSLouYxVd1RF,1
Country Must Be Country Wide,Brantley Gilbert,454JIJlQ8GvrCoBvSfq3KA,1
Sippin’ On Fire,Florida Georgia Line,0H9Q7Vzu8nYRDBZYKbtU8d,6
Looking for America,Mark Wills,32WGqV7YUfh2RmkeLWf2X7,6
Castle On The Hill - Recorded at Sound Stage Nashville,Thomas Rhett,71R7NckyIlOd8fJzoZIJfR,1
Red Solo Cup,Toby Keith,47nm8czanMUzIqHsnr5x61,6
Say It Ain't So,Weezer,4YPhn26bIFm2KUkL1VLzQG,1
Wild Thing,The Troggs,0D9J4MkQVyn1690CBqLx4u,6
Rocky Top,The Osborne Brothers,6se4sK4ZbkNgOJUkmszbxX,1
Hallelujah,Rufus Wainwright,2u6fRGcaBhpI4uNBHpGv0b,2
Seven Nation Army,The White Stripes,7i6r9KotUPQg3ozKKgEPIN,1
Hey Jude - Remastered 2015,The Beatles,0aym2LBJBk9DAYuHHutrIl,6
California - Tchad Blake Mix,Phantom Planet,497Fkp3gRiGrRMoqBTDudr,6
Ironic,Alanis Morissette,4oGTdOClZUxcM2H3UmXlwL,1
Wake Up,Arcade Fire,6Hmj7SrLRbreLVfVS7mV1S,6
Cotton Eye Joe,Rednex,0Jg602cHeMCnPez9baacIe,4
Rockin' Robin,Bobby Day,4FlYcJnfkeBpowEHJ72Bmt,1
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,2Cd9iWfcOpGDHLz6tVA3G4,4
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Freshlyground,2Cd9iWfcOpGDHLz6tVA3G4,4
Drop The Game,Flume,150zGw0P2EJccYJKnFIler,2
Drop The Game,Chet Faker,150zGw0P2EJccYJKnFIler,2
It Comes Back To You,Imagine Dragons,0rKlNsNmGGKGXo6tDgkHEn,1
My Type,Saint Motel,2Iq6HhIquO7JKr0KfTNLzU,1
All The Time,Bahamas,40WXqoyOLAAugGmJWZU1FY,4
River,Bishop Briggs,0TGTE9TEh9qzuFwmtRNICn,4
Zombies (Big Wild Remix),Bro Safari,7o1vBD9fY7zhdcwUvUvl2w,4
Zombies (Big Wild Remix),UFO!,7o1vBD9fY7zhdcwUvUvl2w,4
I Just Wanna,Big Wild,4tPrsy2AujIOUxYd6ITOIz,6
The Scientist,Flux Pavilion,29RuDIip0ewe8hfnCItSC2,4
Runaway (U & I),Galantis,46lFttIf5hnUZMGvjK0Wxo,1
Thief,Ookay,5Ce9z7GqSknXccyppRxNLY,6
Mind Over Matter,Young the Giant,5Az8KU81g2aLBbJN67F2CI,6
Animals,Coast Modern,7LhLS1B6KSwg3ODV2gUAlO,1
Weak,AJR,45iMRHmfLZu3yjdZ8P5e3t,1
Thunder,Imagine Dragons,56lBX2WHqfGuoeZxZvUnVj,6
Believer,Imagine Dragons,05KfyCEE6otdlT1pp2VIjP,4
Pure Grinding,Avicii,3uEu7hcvgrSOrgnMxzqugh,1
Eagles,Canon,2626zH1Lfa6iLaEw50EsQx,7
All Night,The Vamps,31t0ATifZW5CW3XP2QUsUW,6
All Night,Matoma,31t0ATifZW5CW3XP2QUsUW,6
God Speed,GAWVI,6yhzjotdCJl9QTfC9unFAr,7
God Speed,Andy Mineo,6yhzjotdCJl9QTfC9unFAr,7
God Speed,KB,6yhzjotdCJl9QTfC9unFAr,7
Walk with Me (feat. Novel),Lecrae,1ZVAuMe5cYtRWpoLE6qnLW,7
Walk with Me (feat. Novel),Novel,1ZVAuMe5cYtRWpoLE6qnLW,7
I'm Turnt,Lecrae,6JSMJEk47RAi8cxU0OlfFt,4
No Regrets (feat. Suzy Rock),Lecrae,3AT8futZLFNDltA6jZAPk4,4
No Regrets (feat. Suzy Rock),Suzy Rock,3AT8futZLFNDltA6jZAPk4,4
All I Need Is You,Lecrae,7tmn5vxGo2lYaDwZm9jwtk,4
Wish,Lecrae,4Vyt1hSjEqJtAZ9lTg6bH6,7
Say I Won't,Lecrae,1B3wni0sggmsNEj9ElSNBv,7
Say I Won't,Andy Mineo,1B3wni0sggmsNEj9ElSNBv,7
The Show Goes On,Lupe Fiasco,4NTWZqvfQTlOMitlVn6tew,1
Uppers,Stooki Sound,2BRQG9r6i050RQPx3RgCZ3,7
Uppers,Mr. Carmack,2BRQG9r6i050RQPx3RgCZ3,7
Sail,AWOLNATION,5xhQChGGhKLWqBqX4XhtYE,2
Too Cold,Trip Lee,1RmTAoVVobOM7DYD0818UA,7
Something to Believe In,Young the Giant,6L3VWDPDTQkQFkqvmpAUMU,1
I Am,AWOLNATION,31CgjKFR1pzFO5Im365rXB,6
Five Hours,Deorro,6r7FXNO57mlZCBY6PXcZZT,4
Warriors,Imagine Dragons,1lgN0A2Vki2FTON5PYq42m,4
All Night (feat. Knox Fortune),Chance the Rapper,60xaS8mYBKUW4VQQ666N0T,1
All Night (feat. Knox Fortune),Knox Fortune,60xaS8mYBKUW4VQQ666N0T,1
All These Things That I've Done,The Killers,07ygRsnqBqNFfdpmH3BeOV,6
Purple Lamborghini (with Rick Ross),Skrillex,6JyuJFedEvPmdWQW0PkbGJ,6
Purple Lamborghini (with Rick Ross),Rick Ross,6JyuJFedEvPmdWQW0PkbGJ,6
You Can't Stop Me,Andy Mineo,6q8Pt6fy2yFVoOxyRdo1Ck,4
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,0v9Wz8o0BT8DU38R4ddjeH,4
No Problem (feat. Lil Wayne & 2 Chainz),Lil Wayne,0v9Wz8o0BT8DU38R4ddjeH,4
No Problem (feat. Lil Wayne & 2 Chainz),2 Chainz,0v9Wz8o0BT8DU38R4ddjeH,4
March Madness,Future,26oF6WjkOjDIRK9YsdZp2l,7
Yoga,"Kundalini: Yoga, Meditation, Relaxation",3MyxqCk0yRuU6deIK7hvoi,3
Alive - Remix,Hillsong Young & Free,2NoLWx6dQciZuaNGxbEEi8,6
Alive - Remix,Alexander Pappas,2NoLWx6dQciZuaNGxbEEi8,6
Don't Let This Feeling Fade (feat. Rivers Cuomo & Lecrae),Lindsey Stirling,2e5jEkTwX8rxT90PAKgQei,1
Don't Let This Feeling Fade (feat. Rivers Cuomo & Lecrae),Rivers Cuomo,2e5jEkTwX8rxT90PAKgQei,1
Don't Let This Feeling Fade (feat. Rivers Cuomo & Lecrae),Lecrae,2e5jEkTwX8rxT90PAKgQei,1
Ultimate Spa Relaxtion,"Kundalini: Yoga, Meditation, Relaxation",5BEiN56kIj4zwQlk4KIwge,3
I Lived - Arty Remix,OneRepublic,4jEB3KAsjmNSQGQmQk4Ii8,6
Grindin',NF,5aMQxORIw0LyQaKudg12KY,7
Grindin',Marty,5aMQxORIw0LyQaKudg12KY,7
Verge,Owl City,3bWLBVZz9Vur3OLy05SpfF,6
Verge,Aloe Blacc,3bWLBVZz9Vur3OLy05SpfF,6
Stay For It,RL Grime,69Lq3BWssbLhf4QDRtFY51,6
Stay For It,Miguel,69Lq3BWssbLhf4QDRtFY51,6
Indian Summer,Jai Wolf,42nkVBjWYVhiijbof5zySm,6
Hell & Back,Kid Ink,0FsPxILNGMIKCb9OACFNt6,2
My Body,Young the Giant,1KDYN3odJHnj9pqGHN3FVs,6
King Is Born,Aloe Blacc,42oDlc0uKug0m43EKnqqJV,4
The Buzz,Hermitude,0JtcrEeY9i5ASLhT2uKbUF,7
The Buzz,Mataya,0JtcrEeY9i5ASLhT2uKbUF,7
The Buzz,Young Tapz,0JtcrEeY9i5ASLhT2uKbUF,7
ILYSB,LANY,3BwR5psKNxcyqWoc80eOuq,1
Ultralight Beam,Kanye West,1eQBEelI2NCy7AUTerX0KS,7
Spirits,The Strumbellas,5U1eDhGNl6uUQThJ4nBm7z,1
Walking On A Dream,Empire Of The Sun,0mBkoM8r7KAQzZij5swTUL,4
waves - Tame Impala Remix,Miguel,3lB0GMiI5KxDbTOG8V3bOx,1
waves - Tame Impala Remix,Tame Impala,3lB0GMiI5KxDbTOG8V3bOx,1
Lose Yourself - Soundtrack Version,Eminem,6tucjwyDwFzQzVhIfz991S,7
Somewhere in Paradise (feat. Jeremih & R. Kelly),Chance the Rapper,29BXCsh4lGLrndprkgYL6O,7
Somewhere in Paradise (feat. Jeremih & R. Kelly),Jeremih,29BXCsh4lGLrndprkgYL6O,7
Somewhere in Paradise (feat. Jeremih & R. Kelly),R. Kelly,29BXCsh4lGLrndprkgYL6O,7
Clouds,Trip Lee,6JQaznMcasPvBMUOMxxfrD,4
Still Unashamed (feat. Tedashii),Trip Lee,3WSbTOsuBSKUeMa3Pddu7o,1
Still Unashamed (feat. Tedashii),Tedashii,3WSbTOsuBSKUeMa3Pddu7o,1
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,5de7ci7TFqbQ1PFgKAD7MR,1
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",Kodak Black,5de7ci7TFqbQ1PFgKAD7MR,1
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",A Boogie Wit da Hoodie,5de7ci7TFqbQ1PFgKAD7MR,1
Stop Me (Remix) (feat. JGivens),Christon Gray,7qEOfPQrLUL3DVpanQ5rFX,4
Stop Me (Remix) (feat. JGivens),JGivens,7qEOfPQrLUL3DVpanQ5rFX,4
Lights On,Trip Lee,0WfkSW6JHHZ7OTQRN13fXL,4
Manolo,Trip Lee,34OBXUuwpqbmrGjfIZCYli,7
Manolo,Lecrae,34OBXUuwpqbmrGjfIZCYli,7
Insomniac,Trip Lee,2VBo6OXRntDFDCzeXYZq7D,1
Insomniac,Andy Mineo,2VBo6OXRntDFDCzeXYZq7D,1
I Can Wait,Trip Lee,2phpaw75U9XFZcWvnGfW6p,4
I'm Good,Trip Lee,4fryOnX5Xz5sg1UHCwd7bF,6
I'm Good,Lecrae,4fryOnX5Xz5sg1UHCwd7bF,6
Fantasy,Trip Lee,5AppbJGNc7BQn5n0hloufJ,4
Fantasy,Suzy Rock,5AppbJGNc7BQn5n0hloufJ,4
Roxanne,The Police,6eXovJdAhh26KFdpicZScW,7
"Ready, Set, Go",Derek Minor,1FIhV5ilubnbZXnwp5V07s,7
"Dear Mr. Christian,",Derek Minor,1GVHyWR5z4imE3EIR9mtIW,7
Dum Dum (feat. Lecrae),Tedashii,4oxucJwIYAFv8Rr5IOwszV,1
Dum Dum (feat. Lecrae),Lecrae,4oxucJwIYAFv8Rr5IOwszV,1
Riot,Tedashii,4u5OD6BQNt2hztXYZINZNS,7
Pipette Up,Herobust,5POIyiwMul1jOifSbvhT4w,1
Mama Said,Lukas Graham,5ArQzSBevAdXTxRY6Ulhbq,4
Lights - Single Version,Ellie Goulding,44906V2WC6k59u06A8CO9D,4
She Wants Me Dead - CAZZETTE vs. AronChupa,CAZZETTE,2fn8m8nvi1zlGWTxfNaMgo,7
She Wants Me Dead - CAZZETTE vs. AronChupa,AronChupa,2fn8m8nvi1zlGWTxfNaMgo,7
She Wants Me Dead - CAZZETTE vs. AronChupa,The High,2fn8m8nvi1zlGWTxfNaMgo,7
Love & War,Yellow Claw,5L7EcEdJAZ3TEpWEfsOMLD,6
Love & War,Yade Lauren,5L7EcEdJAZ3TEpWEfsOMLD,6
The Lazy Song,Bruno Mars,386RUes7n1uM1yfzgeUuwp,4
Drunk,Ed Sheeran,4RnCPWlBsY7oUDdyruod7Y,1
All About It (feat. Ed Sheeran),Hoodie Allen,2rvHIXjN4TCFuFLZk3qAxn,4
All About It (feat. Ed Sheeran),Ed Sheeran,2rvHIXjN4TCFuFLZk3qAxn,4
My Love,Justin Timberlake,13X42np3KJr0o2LkK1MG76,7
My Love,T.I.,13X42np3KJr0o2LkK1MG76,7
Send It (feat. Rich Homie Quan),Austin Mahone,1dytORtqcfaRkTqPyH2iQy,1
Send It (feat. Rich Homie Quan),Rich Homie Quan,1dytORtqcfaRkTqPyH2iQy,1
Sugar,Maroon 5,5eWgDlp3k6Tb5RD8690s6I,1
Body Like A Back Road,Sam Hunt,1W0z9ZFfzkpvAQ23Sd7Cti,2
I Knew You Were Trouble,Taylor Swift,6RjKVXi31fui9m4dbiGRrL,1
There's Nothing Holdin' Me Back,Shawn Mendes,79cuOz3SPQTuFrp8WgftAu,1
Crank That (Soulja Boy),Soulja Boy,66TRwr5uJwPt15mfFkzhbi,1
Strip That Down,Liam Payne,4Ro98RCK90oHqqSZUnTFq5,1
Strip That Down,Quavo,4Ro98RCK90oHqqSZUnTFq5,1
River (feat. Ed Sheeran),Eminem,5UEnHoDYpsxlfzWLZIc7LD,7
River (feat. Ed Sheeran),Ed Sheeran,5UEnHoDYpsxlfzWLZIc7LD,7
Two Princes,Spin Doctors,4ePP9So5xRzspjLFVVbj90,1
Tonight Tonight,Hot Chelle Rae,2i0AUcEnsDm3dsqLrFWUCq,1
Drops of Jupiter (Tell Me),Train,2hKdd3qO7cWr2Jo0Bcs0MA,1
Same Old Love,Selena Gomez,1BZG99C7Co1r6QUC3zaS59,4
Something Just Like This,The Chainsmokers,1dNIEtp7AY3oDAKCGg2XkH,4
Something Just Like This,Coldplay,1dNIEtp7AY3oDAKCGg2XkH,4
Eye of the Tiger,Survivor,2KH16WveTQWT6KOG9Rg6e2,4
Ice Ice Baby,Vanilla Ice,3XVozq1aeqsJwpXrEZrDJ9,1
Rockin' Robin,Michael Jackson,63gcHyuhAC8G2C0bVQUOJI,1
Thunder,Imagine Dragons,0tKcYR2II1VCQWT79i5NrW,6
Livin' On A Prayer,Bon Jovi,0J6mQxEZnlRt9ymzFntA6z,6
Give Me Back My Hometown,Eric Church,3MykNWa65IP2VN1Qa6B9yK,1
Location,Khalid,1WIfWj5skn5UUZTs4cEFBe,7
Hallelujah,Tori Kelly,3wWinz94TSPWe6CgTaSK6x,0
Small Town Boy,Dustin Lynch,045SnNDjOfOLKM5OxARH4g,1
They Don't Know,Jason Aldean,5zwKfokZAwe4kz68lEHtUf,6
Unforgettable,Thomas Rhett,0ZiRSqlSsDlY0UyDYU9CTE,1
Somebody That I Used To Know,Gotye,1qDrWA6lyx8cLECdZE7TV7,1
Somebody That I Used To Know,Kimbra,1qDrWA6lyx8cLECdZE7TV7,1
Photograph,Nickelback,2wdEXKLcuU7B0M2gqFmABH,6
Melo Ball 1 (feat. Kenneth Paige),Zo,3tejjBgqtJwVxFOnWGvN2p,2
Melo Ball 1 (feat. Kenneth Paige),Kenneth Paige,3tejjBgqtJwVxFOnWGvN2p,2
Whatcha Say - 2016 Platinum Hits Edition,Jason Derulo,0RrXKawUUB2YNNEz4LrpUu,1
Marry Me,Jason Derulo,0W2PZ87SWSXknHUt4T6JhT,1
Father And Son,Yusuf / Cat Stevens,19slC7k8bsPOAKDjHYLU2W,2
We Can't Stop,Miley Cyrus,2y4lAQpi5VTNLu2ldeTdUH,4
Just The Way You Are,Bruno Mars,24lMtPOCzP5g4hrg3NklLa,1
You Belong With Me,Taylor Swift,6mqdunuFFSODHKcpDTFvAj,1
All We Got (feat. Kanye West & Chicago Children's Choir),Chance the Rapper,3ZLyt2ndLFBh148XRYjYYZ,7
All We Got (feat. Kanye West & Chicago Children's Choir),Kanye West,3ZLyt2ndLFBh148XRYjYYZ,7
All We Got (feat. Kanye West & Chicago Children's Choir),Chicago Children's Choir,3ZLyt2ndLFBh148XRYjYYZ,7
Dynamite,Taio Cruz,2CEgGE6aESpnmtfiZwYlbV,1
In My Head,Jason Derulo,6St9lR6dhV2tpCNVz7qfrS,4
Bye Bye Bye,*NSYNC,2yiZyjMEByt9sJBZWnWaDR,4
Stacy's Mom,Fountains Of Wayne,27L8sESb3KR79asDUBu8nW,4
Too Good At Goodbyes - Edit,Sam Smith,0mel2N9Ws9r4yLQn5QE21Y,2
If I'm Lucky,Jason Derulo,6eUncuJutsFi9BGO1JaBHh,4
Kept by His Grace,Troy Sneed,2X45QWB3bBO5rwM8E7d1WB,4
Thinking out Loud,Ed Sheeran,1Slwb6dOYkBlWal1PGtnNg,1
Safe & Sound - from The Hunger Games Soundtrack,Taylor Swift,0z9UVN8VBHJ9HdfYsOuuNf,2
Safe & Sound - from The Hunger Games Soundtrack,The Civil Wars,0z9UVN8VBHJ9HdfYsOuuNf,2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Taylor Swift,3NdDpSvN911VPGivFlV5d0,2
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,2aIdVb8v9KTpEZnftkz2mD,7
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),Yung Joc,2aIdVb8v9KTpEZnftkz2mD,7
Walk On Water,Thirty Seconds To Mars,5UMD1Iz7yyVK8Q5FLsVt3q,6
Take Me to Church,Hozier,0aOluBqXYd0rFSCsgDyAWX,4
All The Way Turnt Up,Roscoe Dash,1fHNx9MymVjrxGUbq8eh46,4
All The Way Turnt Up,Soulja Boy,1fHNx9MymVjrxGUbq8eh46,4
Redbone,Childish Gambino,3kxfsdsCpFgN412fpnW85Y,1
Maps,Maroon 5,0tJGzJjUVlEsn8s3Mn32Jb,4
Animals,Maroon 5,6gp3RHhdZlrPGaf5qcgFSg,6
You Give Love A Bad Name,Bon Jovi,61lqNlVRnWYiR9C7BDJw2l,4
Africa,TOTO,1aTAR21kFePsDBHnc74Hli,1
Stayin' Alive - 2007 Remastered Version Saturday Night Fever,Bee Gees,5cP52DlDN9yryuZVQDg3iq,4
Welcome To The Jungle,Guns N' Roses,5NIPsWpDjJTFBoPxCUUeXp,6
Another One Bites The Dust - Remastered 2011,Queen,57JVGBtBLCfHw2muk5416J,4
T.N.T.,AC/DC,7LRMbd3LEoV5wZJvXT1Lwb,7
The Man,Aloe Blacc,2stPxcgjdSImK7Gizl8ZUN,4
Yeah!,USHER,2PkeVPcL32LA96cK5ySC3c,1
Yeah!,Lil Jon,2PkeVPcL32LA96cK5ySC3c,1
Yeah!,Ludacris,2PkeVPcL32LA96cK5ySC3c,1
We Are Young (feat. Janelle Monáe),fun.,5rgy6ghBq1eRApCkeUdJXf,6
We Are Young (feat. Janelle Monáe),Janelle Monáe,5rgy6ghBq1eRApCkeUdJXf,6
Brother (feat. Gavin DeGraw),NEEDTOBREATHE,62M9yafZsSRzlsphzeJPGo,6
Brother (feat. Gavin DeGraw),Gavin DeGraw,62M9yafZsSRzlsphzeJPGo,6
I Will Wait,Mumford & Sons,2JHBMVs8E7bJJBLkXpKgHn,6
Teenage Dream,Katy Perry,55qBw1900pZKfXJ6Q9A2Lc,1
See You Again (feat. Charlie Puth),Wiz Khalifa,7wqSzGeodspE3V6RBD5W8L,2
See You Again (feat. Charlie Puth),Charlie Puth,7wqSzGeodspE3V6RBD5W8L,2
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,6YbhspuOar1D9WSSnfe7ds,1
"Young, Wild & Free (feat. Bruno Mars)",Wiz Khalifa,6YbhspuOar1D9WSSnfe7ds,1
"Young, Wild & Free (feat. Bruno Mars)",Bruno Mars,6YbhspuOar1D9WSSnfe7ds,1
Give Me Love,Ed Sheeran,0SuG9kyzGRpDqrCWtgD6Lq,2
Piano Man,Billy Joel,78WVLOP9pN0G3gRLFy1rAa,0
My Girl,The Temptations,6jWkZvd1URGktyTTwcpPpB,2
You and Tequila (feat. Grace Potter),Kenny Chesney,1t2hJFgJyUPD2crOafMUEk,2
You and Tequila (feat. Grace Potter),Grace Potter,1t2hJFgJyUPD2crOafMUEk,2
Brown Eyed Girl,Van Morrison,2ZdF3CyKCWV8chdMo9Mxqg,1
Bounce Back,Big Sean,0PyWKgNmGiYTFe6MXN5U4K,7
Rolex,Ayo & Teo,6KBOvrddbomdb9dkarvwCl,1
Don't,Ed Sheeran,1huvTbEYtgltjQRXzrNKGi,1
Moves Like Jagger - Radio Edit,Maroon 5,1YKWtjpvx9OB1ohbVRoSTx,4
Moves Like Jagger - Radio Edit,Christina Aguilera,1YKWtjpvx9OB1ohbVRoSTx,4
Roar,Katy Perry,3wepnWWqG3Kn8yt3tj1wDy,6
Right Round,Flo Rida,3GpbwCm3YxiWDvy29Uo3vP,1
Right Round,Kesha,3GpbwCm3YxiWDvy29Uo3vP,1
Boom Boom Pow,Black Eyed Peas,7xRNsqOQOgWbHV1nbXnfXN,1
YMCA - Original Version 1978,Village People,54OR1VDpfkBuOY5zZjhZAY,1
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,3bidbhpOYeV4knp8AIu8Xn,1
Can't Hold Us (feat. Ray Dalton),Macklemore,3bidbhpOYeV4knp8AIu8Xn,1
Can't Hold Us (feat. Ray Dalton),Ryan Lewis,3bidbhpOYeV4knp8AIu8Xn,1
Can't Hold Us (feat. Ray Dalton),Ray Dalton,3bidbhpOYeV4knp8AIu8Xn,1
Wop (Official Version),J. Dash,3zbnvxvqV5lL4Vq0FznWsX,1
HandClap,Fitz and The Tantrums,4qRaZYiaOsSvWC7VgcxrI0,1
Gold Digger,Kanye West,1PS1QMdUqOal0ai3Gt7sDQ,7
Gold Digger,Jamie Foxx,1PS1QMdUqOal0ai3Gt7sDQ,7
Congratulations,Post Malone,3a1lNhkSLSkpJE4MSHpDu9,1
Congratulations,Quavo,3a1lNhkSLSkpJE4MSHpDu9,1
Go Flex,Post Malone,5yuShbu70mtHXY0yLzCQLQ,1
White Iverson,Post Malone,6eT7xZZlB2mwyzJ2sUKG6w,1
What Lovers Do (feat. SZA),Maroon 5,04JL2liXXV9B9coeGuUsPw,4
What Lovers Do (feat. SZA),SZA,04JL2liXXV9B9coeGuUsPw,4
Kiwi,Harry Styles,33SNO8AaciGbNaQFkxvPrW,6
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,1
Fake Love,Drake,343YBumqHu19cGoGARUTsd,7
Sorry Not Sorry,Demi Lovato,3m660poUr1chesgkkjQM7P,7
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,2QbFClFyhMMtiurUjuQlAe,1
Don't Wanna Know (feat. Kendrick Lamar),Kendrick Lamar,2QbFClFyhMMtiurUjuQlAe,1
Look What You Made Me Do,Taylor Swift,6uFsE1JgZ20EXyU0JQZbUR,4
Glorious (feat. Skylar Grey),Macklemore,0CokSRCu5hZgPxcZBaEzVE,4
Glorious (feat. Skylar Grey),Skylar Grey,0CokSRCu5hZgPxcZBaEzVE,4
Don't Let Me Down (feat. Daya),The Chainsmokers,0QsvXIfqM0zZoerQfsI9lm,6
Don't Let Me Down (feat. Daya),Daya,0QsvXIfqM0zZoerQfsI9lm,6
Bank Account,21 Savage,2fQrGHiQOvpL9UgPvtYy6G,7
Little Lion Man,Mumford & Sons,2BBkIgdXLv5vyp1DR0wpQl,6
Renegades,X Ambassadors,0fYVliAYKHuPmECRs1pbRf,1
I Believe I Can Fly,R. Kelly,0AIfr4oi192dWLRJZrRz1O,2
Somebody That I Used To Know,Gotye,4wCmqSrbyCgxEXROQE6vtV,1
Somebody That I Used To Know,Kimbra,4wCmqSrbyCgxEXROQE6vtV,1
Bohemian Rhapsody - Remastered 2011,Queen,7tFiyTwD0nx5a1eklYtX2J,2
Any Way You Want It,Journey,71SvEDmsOwIWw1IozsZoMA,1
The Final Countdown,Europe,498SE5YbgSuUgXKKe7BaA5,4
I'm Gonna Be (500 Miles),The Proclaimers,66S14BkJDxgkYxLl5DCqOz,1
Bad To The Bone,George Thorogood & The Destroyers,6s0NHplywwr1IjnQpUpWJk,0
Say You Won't Let Go,James Arthur,1Pw5C4N6Fn5E4mGCxmbbVa,2
Thunderstruck,AC/DC,57bgtoPSgt236HzfBOd8kj,6
We Will Rock You - Remastered 2011,Queen,54flyrjcdnQdco7300avMJ,2
Should I Stay or Should I Go - Remastered,The Clash,39shmbIHICJ2Wxnk1fPSdz,1
One Call Away,Charlie Puth,2uEJanMvnA1dXgX1ASnPQm,1
Here Comes The Sun - Remastered 2009,The Beatles,6dGnYIeXmHdcikdzNNDMm2,1
Photograph,Nickelback,7agqowjjStyVeTdJPM2yMl,6
All Star,Smash Mouth,3cfOd4CMv2snFaKAnMdnvK,1
Have You Ever Seen The Rain?,Creedence Clearwater Revival,4JuJ9ewGWWGy0U3URuXOSI,1
Jump - 2015 Remaster,Van Halen,7N3PAbqfTjSEU1edb2tY8j,1
Sweet Child O' Mine,Guns N' Roses,4MhTFsyqIJnjsOweVcU8ug,6
We Are The Champions - Remastered 2011,Queen,7ccI9cStQbQdystvc6TvxD,2
Growing Up (feat. Ed Sheeran),Macklemore & Ryan Lewis,44T13PWJ87jb3lFElhVIHx,7
Growing Up (feat. Ed Sheeran),Macklemore,44T13PWJ87jb3lFElhVIHx,7
Growing Up (feat. Ed Sheeran),Ryan Lewis,44T13PWJ87jb3lFElhVIHx,7
Growing Up (feat. Ed Sheeran),Ed Sheeran,44T13PWJ87jb3lFElhVIHx,7
Radioactive,Imagine Dragons,4G8gkOterJn0Ywt6uhqbhp,6
We're Not Gonna Take It,Twisted Sister,1hlveB9M6ijHZRbzZ2teyh,1
Stayin' Alive,Bee Gees,4b3koZFePW7UbUvIiD1Uz5,4
Summer Of '69,Bryan Adams,3bYCGWnZdLQjndiKogqA3G,6
Castle on the Hill,Ed Sheeran,66qlqxhEMpSHOzjRK4il0b,6
Magic,Pilot,500h8jAdr7LvzzXlm1qxtK,6
Kung Fu Fighting,Carl Douglas,40NRm1ZLvZpUSCUXAGGZ8J,1
U Can't Touch This,MC Hammer,1B75hgRqe7A4fwee3g3Wmu,4
Sorry Not Sorry,Demi Lovato,25C5CowdsfXld2jJanbiex,7
Sweater Weather,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,1
No Flex Zone,Rae Sremmurd,2L8cFPItBljPNJgPjTnuIf,1
Teenage Dream,Katy Perry,235LXPXfi0SmOaS9TaCh3c,1
I Kissed A Girl,Katy Perry,005lwxGU1tms6HGELIcUv9,1
Halo,Beyoncé,2MfOcbtgz2yTsiznFmVZUN,4
Wait,Maroon 5,7eFmN6wnsb7WowRKAqRFfs,1
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled,6u5M4jPpYkoRV4vVHDQvkd,6
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",T-Pain,6u5M4jPpYkoRV4vVHDQvkd,6
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",Ludacris,6u5M4jPpYkoRV4vVHDQvkd,6
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",Snoop Dogg,6u5M4jPpYkoRV4vVHDQvkd,6
